Trial ,Batch,Author,Year,Mean Age,Age Group,Paradigm,General Paradigm,General Paradigm 2,Stimuli Modality,Stimuli Domain,Pattern Type,Pattern Range,Test SL,General Test SL,SL Test Measure,Language Aspect,Language Test,Language Test Category,Language Test Category 2,Language Test Category 3,Language Related Disorder,Disorder Population,Sample Size,ES,SE,Fisher's Z,Fisher's SE
329,Ren,van Witteloostuijn et al. (2021),2020,"9,834",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,3AFC,Forced choice test,Reflection based,Acquisition,Non-word repetition task,Phonology,Phonology,Phonology,Dyslexia,Clinical,50,0.21,0.137972281,0.213171347,0.145864992
330,Ren,van Witteloostuijn et al. (2021),2020,"9,834",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Standardized Dutch real words reading test,Reading,Reading,Literacy,Dyslexia,Clinical,50,0.04,0.144106627,0.040021354,0.145864992
331,Ren,van Witteloostuijn et al. (2021),2020,"9,834",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Standardized Dutch pseudowords reading test,Reading,Reading,Literacy,Dyslexia,Clinical,50,0.09,0.143168433,0.090244188,0.145864992
332,Ren,van Witteloostuijn et al. (2021),2020,"9,834",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Stadardized dictation test for Dutch spelling proficiency,Orthography,Orthography,Literacy,Dyslexia,Clinical,50,0.04,0.144106627,0.040021354,0.145864992
333,Ren,van Witteloostuijn et al. (2021),2020,"9,834",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Rapid automatized naming - letters,Phonology,Phonology,Phonology,Dyslexia,Clinical,50,-0.01,0.144323134,-0.010000333,0.145864992
334,Ren,van Witteloostuijn et al. (2021),2020,"9,834",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Rapid automatized naming - pictures of common objects,Phonology,Phonology,Phonology,Dyslexia,Clinical,50,-0.28,0.133021502,-0.287682073,0.145864992
335,Ren,van Witteloostuijn et al. (2021),2020,"9,834",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Non-word repetition task,Phonology,Phonology,Phonology,Dyslexia,Clinical,50,0.12,0.142259106,0.120581028,0.145864992
336,Ren,West et al. (2021),2021,"7,676",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,"Test of reception of grammar (TROG-2: Bishop, 2003)",Comprehension,Comprehension,Comprehension,TD,TD,112,0.3,0.086765096,0.309519604,0.095782629
337,Ren,West et al. (2021),2021,"7,676",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,"Test of word and non-word reading efficiency (TOWRE-2: Torgesen, Wagner, & Rashotte, 1999)",Reading,Reading,Literacy,TD,TD,112,0.31,0.086183483,0.320545409,0.095782629
338,Ren,Zinszer et al. (2020),2020,"10,850",Children,Target detection,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,French print skills,Reading,Reading,Literacy,TD,TD,35,0.389,0.147736051,0.410621192,0.176776695
339,Ren,Zinszer et al. (2020),2020,"10,850",Children,Target detection,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Oral language skills,Phonology,Phonology,Phonology,TD,TD,35,-0.129,0.17118083,-0.129722794,0.176776695
340,Oliveira,Clark and Lum (2017a),2017,"9,089",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Sentence comprehension,Syntax,Syntax,Comprehension,TD,TD,20,0.475,0.182521938,0.516507503,0.242535625
341,Oliveira,Clark and Lum (2017a),2017,"9,089",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word recognition,Vocabulary,Vocabulary,Vocabulary,TD,TD,20,0.18,0.228065507,0.181982689,0.242535625
342,Oliveira,Clark and Lum (2017a),2017,"9,089",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Test of Word Reading Efficiency - Words,Reading,Phonology,Phonology,TD,TD,20,-0.24,0.22212581,-0.244774113,0.242535625
343,Oliveira,Clark and Lum (2017a),2017,"9,089",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Test of Word Reading Efficiency - Non-words,Reading,Phonology,Phonology,TD,TD,20,-0.366,0.204128528,-0.383796543,0.242535625
344,Oliveira,Clark and Lum (2017a),2017,"8,921",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Sentence comprehension,Syntax,Syntax,Comprehension,DLD,Clinical,20,0.066,0.234675541,0.066096083,0.242535625
345,Oliveira,Clark and Lum (2017a),2017,"8,921",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word recognition,Vocabulary,Vocabulary,Vocabulary,DLD,Clinical,20,0.153,0.230184706,0.154210913,0.242535625
346,Oliveira,Clark and Lum (2017a),2017,"8,921",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Test of Word Reading Efficiency - Words,Reading,Phonology,Phonology,DLD,Clinical,20,0.226,0.223663532,0.229970122,0.242535625
347,Oliveira,Clark and Lum (2017a),2017,"8,921",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Test of Word Reading Efficiency - Non-words,Reading,Phonology,Phonology,DLD,Clinical,20,0.34,0.208455079,0.354092529,0.242535625
348,Oliveira,Deroost et al. (2010),2010,"13,500",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Psycholinguistic quotient (PLQ),Reading,Literacy,Literacy,DLD,Clinical,28,-0.15,0.191703522,-0.151140436,0.2
349,Oliveira,Deroost et al. (2010),2010,"13,500",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Psycholinguistic quotient (PLQ),Reading,Literacy,Literacy,DLD,Clinical,28,0.28,0.18074063,0.287682073,0.2
350,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,21,0.053,0.228771305,0.053049709,0.23570226
351,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.136,0.225172461,0.136847915,0.23570226
352,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,-0.052,0.228795394,-0.052046946,0.23570226
353,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Phonology,Phonology,TD,TD,21,0.151,0.224184826,0.152163611,0.23570226
354,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.012,0.229382698,0.012000576,0.23570226
355,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.466,0.179596731,0.504948522,0.23570226
356,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,-0.102,0.227028893,-0.102355961,0.23570226
357,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,-0.043,0.228991544,-0.043026532,0.23570226
358,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,21,0.217,0.218612776,0.220505699,0.23570226
359,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.105,0.226886425,-0.105388448,0.23570226
360,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.428,0.187390442,-0.457445576,0.23570226
361,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Phonology,Phonology,SLI,Clinical,21,0.3086,0.207567565,0.318997308,0.23570226
362,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,0.219,0.218412726,0.22260549,0.23570226
363,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.309,0.20751089,-0.319439471,0.23570226
364,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.241,0.216091039,-0.245835504,0.23570226
365,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.317,0.206361976,-0.328308421,0.23570226
366,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,21,0.2361,0.216627364,0.240639825,0.23570226
367,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.099,0.22716723,0.099325348,0.23570226
368,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.039,0.229066793,0.039019791,0.23570226
369,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Phonology,Phonology,TD,TD,21,-0.003,0.229413669,-0.003000009,0.23570226
370,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.388,0.194878572,0.409443429,0.23570226
371,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.721,0.110156029,0.909724507,0.23570226
372,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,-0.132,0.225418394,-0.132774772,0.23570226
373,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.149,0.224322475,0.150117575,0.23570226
374,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,21,0.469,0.17895322,0.508787578,0.23570226
375,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.063,0.228505183,-0.063083548,0.23570226
376,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,0.287,0.210518989,0.295293894,0.23570226
377,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Phonology,Phonology,SLI,Clinical,21,0.493,0.173656469,0.540015897,0.23570226
378,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.254,0.214614748,-0.259684061,0.23570226
379,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.215,0.218810992,-0.218407819,0.23570226
380,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.391,0.194342427,-0.412979962,0.23570226
381,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.385,0.195410587,-0.405916575,0.23570226
382,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,21,0.244,0.215757239,0.249022949,0.23570226
383,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.1239,0.225893925,0.124539909,0.23570226
384,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.147,0.224458289,0.148072785,0.23570226
385,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Phonology,Phonology,TD,TD,21,0.238,0.216420709,0.242652949,0.23570226
386,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.268,0.212938178,0.274707811,0.23570226
387,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.669,0.126738199,0.808930774,0.23570226
388,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,-0.07,0.228278713,-0.070516652,0.23570226
389,Oliveira,Desmottes et al. (2016),2016,"10,540",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,TD,TD,21,0.228,0.217489786,0.232078779,0.23570226
390,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,21,0.111,0.226589103,0.111459277,0.23570226
391,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.021,0.229314562,-0.021003088,0.23570226
392,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.186,0.221478867,-0.188190607,0.23570226
393,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Phonology,Phonology,SLI,Clinical,21,0.243,0.215868964,0.247959919,0.23570226
394,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,0.123,0.225944903,0.123625981,0.23570226
395,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.078,0.228019969,-0.078158764,0.23570226
396,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,-0.279,0.211557784,-0.286597332,0.23570226
397,Oliveira,Desmottes et al. (2016),2016,"10,200",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2,Literacy,Comprehension,Comprehension,SLI,Clinical,21,0.081,0.227910537,0.081177848,0.23570226
398,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,17,-0.189,0.248975767,-0.191299921,0.267261242
399,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Simple non-word repetition,Phonology,Phonology,Phonology,TD,TD,17,-0.055,0.257417838,-0.055055559,0.267261242
400,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Complex non-word repetition,Phonology,Phonology,Phonology,TD,TD,17,-0.107,0.255242771,-0.107411176,0.267261242
401,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,TD,TD,17,-0.1,0.255616901,-0.100335348,0.267261242
402,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Lexical production,Vocabulary,Vocabulary,Vocabulary,TD,TD,17,-0.342,0.227998915,-0.356355693,0.267261242
403,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,TD,TD,17,-0.089,0.256153696,-0.089236113,0.267261242
404,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,17,0.037,0.257845416,0.037016898,0.267261242
405,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,17,0.065,0.257107999,0.065091774,0.267261242
406,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,18,0.077,0.24851775,0.077152721,0.25819889
407,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Simple non-word repetition,Phonology,Phonology,Phonology,SLI,Clinical,18,-0.053,0.24929775,-0.053049709,0.25819889
408,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Complex non-word repetition,Phonology,Phonology,Phonology,SLI,Clinical,18,0.271,0.23163975,0.27794277,0.25819889
409,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,18,0.38,0.2139,0.40005965,0.25819889
410,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Lexical production,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,18,0.311,0.22581975,0.321652106,0.25819889
411,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,SLI,Clinical,18,0.211,0.23886975,0.214217711,0.25819889
412,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,18,0.208,0.239184,0.211079993,0.25819889
413,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,18,0.282,0.230119,0.289853534,0.25819889
414,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,17,-0.289,0.23663386,-0.297474787,0.267261242
415,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Simple non-word repetition,Phonology,Phonology,Phonology,TD,TD,17,0.085,0.256333403,0.0852056,0.267261242
416,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Complex non-word repetition,Phonology,Phonology,Phonology,TD,TD,17,-0.132,0.253700032,-0.132774772,0.267261242
